Temp,Q5,low,top
200.0,0.15132162502756455,0.013903081110512194,0.01584554077939504
250.0,0.14560452986225791,0.013125516491531375,0.014882714474637432
300.0,0.12177667000465503,0.010190865474369426,0.011283567905908454
350.0,0.10257731497344803,0.020464632410203812,0.02545379018680767
400.0,0.08610907714273477,0.013686443402218099,0.01581349921790666
450.0,0.07846131829100787,0.01764697434761374,0.021161290621649703
500.0,0.0703107730417127,0.01973134363401996,0.02377318400085844
550.0,0.07301965684577852,0.007164359141716814,0.008362772220480694
600.0,0.060325347994028417,0.016296596233421085,0.025285973250201918
650.0,0.05284739102053058,0.010151990629219267,0.013395166370021284
700.0,0.05746258348224554,0.009162957470779429,0.011699836164451104
750.0,0.03765860685134161,0.008799142330952879,0.014323348750052929
800.0,0.02401431626176121,0.005568473480307944,0.008459129695569195
850.0,0.01385229082364713,0.005286782673698047,0.014070673488820844
900.0,0.002329909902268152,0,0.008489785291379452
1000.0,0.007252345576113117,0,0.05741716597319615
