Temp,Q2,low,top
200.0,0.16457763385346352,0.015544402640136346,0.017944500431762378
250.0,0.14135086025725185,0.0249346604837027,0.032275736748859335
300.0,0.13261409172344188,0.024475201808438096,0.03190812289176895
350.0,0.1037221327051126,0.007811673933825883,0.008466732560518733
400.0,0.08557692649942619,0.007973399960579261,0.008635907487549332
450.0,0.05208115674712106,0.03523257710026865,0.03417167160711887
500.0,0.08259551740816995,0.03863084747703639,0.06016035047917617
550.0,0.050221301011382044,0.018778112809722546,0.031610420627523964
600.0,0.04134134929410767,0.01699122207874173,0.029207566197442192
650.0,0.040485368121031255,0.02136408695133951,0.052164970931693845
700.0,0.021171068754907027,0.010422171898308314, 0.014737890966993239
750.0,0.02530731659482425,0.008604267937106762,0.017179379385799172
800.0,0.03267717459023794,0.01890330142726726,0.20240765121864024
850.0,0.013687995124219945,0.008513072528412269,0.029882889093828042
900.0,0.0013311109264542802,0.0007042824753493893,0.0009595095855580852
950.0,0.004326846340027848,0.003375192105212795,0.019564751242812813
1000.0,0.002249221789694079,0.0040921542588823225,0.0040921542588823225
